model,status,question,horizon,condition,fresh_probability,authors_panel_median,matched_baseline_probability,matched_baseline
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,p3a,0.000425,0.0033,0.001,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2030,p3b,0.0041,0.0024000000000000002,0.003,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2030,p3b,0.00098,0.0024000000000000002,0.000696,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2030,p3b,,0.0024000000000000002,0.0113,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,p3b,0.00035,0.0024000000000000002,0.001,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2030,p4,0.006,0.00325,0.0039,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2030,p4,0.0012,0.00325,0.000776,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2030,p4,,0.00325,0.0117,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,p4,0.0004,0.00325,0.001,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2030,p5,0.0022,0.0015,0.0018,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2030,p5,0.00064,0.0015,0.00052,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2030,p5,,0.0015,0.0073,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,p5,0.0002,0.0015,0.001,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2030,eci_p10,0.0044,0.0026,0.003,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2030,eci_p10,0.00084,0.0026,0.00042,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2030,eci_p10,,0.0026,0.0105,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,eci_p10,0.00025,0.0026,0.001,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2030,eci_p25,0.0072,0.0036499999999999996,0.0042,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2030,eci_p25,0.0011,0.0036499999999999996,0.0007,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2030,eci_p25,,0.0036499999999999996,0.0132,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,eci_p25,0.000375,0.0036499999999999996,0.001,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2030,eci_p50,0.0113,0.005,0.006,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2030,eci_p50,0.0014,0.005,0.001,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2030,eci_p50,,0.005,0.0155,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,eci_p50,0.0005,0.005,0.002,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2030,eci_p75,0.022,0.00775,0.009,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2030,eci_p75,0.0019,0.00775,0.0015,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2030,eci_p75,,0.00775,0.0215,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,eci_p75,0.00075,0.00775,0.002,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2030,eci_p90,0.042,0.01225,0.014,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2030,eci_p90,0.0027,0.01225,0.00245,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2030,eci_p90,,0.01225,0.0277,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2030,eci_p90,0.00125,0.01225,0.002,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,unconditional,0.135,0.07875,0.0825,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,unconditional,0.011,0.07875,0.018,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,unconditional,,0.07875,0.075,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,unconditional,0.01,0.07875,0.03,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,sq,0.225,0.09409999999999999,0.105,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,sq,0.0127,0.09409999999999999,0.0238,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,sq,,0.09409999999999999,0.0832,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,sq,0.01,0.09409999999999999,0.03,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,p1,0.245,0.0948,0.1125,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,p1,0.0118,0.0948,0.0198,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,p1,,0.0948,0.0771,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,p1,0.0105,0.0948,0.031,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,p2a,0.117,0.05865,0.0675,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,p2a,0.0099,0.05865,0.016,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,p2a,,0.05865,0.0523,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,p2a,0.009,0.05865,0.028,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,p2b,0.079,0.0441,0.0525,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,p2b,0.0079,0.0441,0.0126,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,p2b,,0.0441,0.0412,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,p2b,0.006,0.0441,0.025,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,p3a,0.095,0.051375000000000004,0.04875,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,p3a,0.0095,0.051375000000000004,0.0137,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,p3a,,0.051375000000000004,0.058,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,p3a,0.0085,0.051375000000000004,0.027,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,p3b,0.056,0.036875000000000005,0.03375,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,p3b,0.0077,0.036875000000000005,0.0112,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,p3b,,0.036875000000000005,0.0486,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,p3b,0.007,0.036875000000000005,0.024,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,p4,0.08,0.04935,0.045,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,p4,0.0097,0.04935,0.013,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,p4,,0.04935,0.0537,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,p4,0.008,0.04935,0.025,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,p5,0.029,0.021875,0.01875,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,p5,0.005,0.021875,0.0072,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,p5,,0.021875,0.0314,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,p5,0.004,0.021875,0.018,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,eci_p10,0.077,0.04975,0.0525,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,eci_p10,0.0066,0.04975,0.00846,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,eci_p10,,0.04975,0.0645,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,eci_p10,0.005,0.04975,0.024,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,eci_p25,0.103,0.066575,0.06375,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,eci_p25,0.0086,0.066575,0.0131,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,eci_p25,,0.066575,0.0694,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,eci_p25,0.0075,0.066575,0.027,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,eci_p50,0.128,0.07395,0.075,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,eci_p50,0.011,0.07395,0.018,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,eci_p50,,0.07395,0.0729,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,eci_p50,0.01,0.07395,0.03,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,eci_p75,0.173,0.08765,0.09,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,eci_p75,0.015,0.08765,0.0261,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,eci_p75,,0.08765,0.0853,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,eci_p75,0.015,0.08765,0.034,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2050,eci_p90,0.233,0.102075,0.10875,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2050,eci_p90,0.021,0.102075,0.0405,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2050,eci_p90,,0.102075,0.0954,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2050,eci_p90,0.025,0.102075,0.04,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,unconditional,0.25,0.1349,0.1498,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,unconditional,0.02,0.1349,0.052,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,unconditional,,0.1349,0.12,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,unconditional,0.025,0.1349,0.1,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,sq,0.365,0.1552,0.182,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,sq,0.023,0.1552,0.0653,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,sq,,0.1552,0.1284,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,sq,0.025,0.1552,0.1,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,p1,0.39,0.1585,0.196,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,p1,0.0214,0.1585,0.0562,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,p1,,0.1585,0.121,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,p1,0.02625,0.1585,0.105,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,p2a,0.23,0.11735000000000001,0.133,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,p2a,0.018,0.11735000000000001,0.0474,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,p2a,,0.11735000000000001,0.1017,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,p2a,0.0225,0.11735000000000001,0.095,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,p2b,0.175,0.0996,0.112,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,p2b,0.0144,0.0996,0.0395,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,p2b,,0.0996,0.0872,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,p2b,0.015,0.0996,0.085,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,p3a,0.208,0.1085,0.112,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,p3a,0.0172,0.1085,0.042,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,p3a,,0.1085,0.105,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,p3a,0.02125,0.1085,0.09,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,p3b,0.142,0.093,0.091,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,p3b,0.014,0.093,0.0362,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,p3b,,0.093,0.0961,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,p3b,0.0175,0.093,0.08,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,p4,0.178,0.10685,0.112,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,p4,0.0176,0.10685,0.0404,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,p4,,0.10685,0.1017,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,p4,0.02,0.10685,0.085,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,p5,0.09,0.061,0.07,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,p5,0.0092,0.061,0.027,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,p5,,0.061,0.0733,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,p5,0.01,0.061,0.06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,eci_p10,0.182,0.11175,0.112,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,eci_p10,0.012,0.11175,0.0302,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,eci_p10,,0.11175,0.1115,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,eci_p10,0.0125,0.11175,0.08,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,eci_p25,0.216,0.12090000000000001,0.126,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,eci_p25,0.0156,0.12090000000000001,0.0416,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,eci_p25,,0.12090000000000001,0.1158,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,eci_p25,0.01875,0.12090000000000001,0.09,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,eci_p50,0.25,0.12840000000000001,0.14,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,eci_p50,0.02,0.12840000000000001,0.052,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,eci_p50,,0.12840000000000001,0.1168,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,eci_p50,0.025,0.12840000000000001,0.1,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,eci_p75,0.303,0.14415,0.161,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,eci_p75,0.027,0.14415,0.0686,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,eci_p75,,0.14415,0.1273,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,eci_p75,0.0375,0.14415,0.115,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:100M,2100,eci_p90,0.365,0.1623,0.189,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:100M,2100,eci_p90,0.038,0.1623,0.0962,Original Opus 5
Fable 5.1,refused,ladder:misalign:100M,2100,eci_p90,,0.1623,0.1356,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:100M,2100,eci_p90,0.0625,0.1623,0.135,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,unconditional,0.0001,1.25e-05,3.9e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,unconditional,5e-05,1.25e-05,1e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,unconditional,,1.25e-05,0.0002,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,unconditional,1e-06,1.25e-05,5e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,sq,8e-05,1.49e-05,3.3e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,sq,5.8e-05,1.49e-05,1.08e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,sq,,1.49e-05,0.00019,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,sq,1e-06,1.49e-05,5e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,p1,9.5e-05,1.515e-05,3.6e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,p1,5.4e-05,1.515e-05,1.03e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,p1,,1.515e-05,0.00019,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,p1,1.05e-06,1.515e-05,5e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,p2a,5.4e-05,1.0350000000000001e-05,2.7e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,p2a,4.5e-05,1.0350000000000001e-05,9.7e-06,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,p2a,,1.0350000000000001e-05,0.00018,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,p2a,9e-07,1.0350000000000001e-05,4e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,p2b,3.6e-05,8.65e-06,2.25e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,p2b,3.6e-05,8.65e-06,9.3e-06,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,p2b,,8.65e-06,0.00018,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,p2b,6e-07,8.65e-06,4e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,p3a,2.9e-05,9.2e-06,2.1e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,p3a,4.3e-05,9.2e-06,9.4e-06,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,p3a,,9.2e-06,0.00018,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,p3a,8.5e-07,9.2e-06,4e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,p3b,1.75e-05,7.95e-06,1.5e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,p3b,3.5e-05,7.95e-06,9.1e-06,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,p3b,,7.95e-06,0.00018,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,p3b,7e-07,7.95e-06,4e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,p4,2.7e-05,9.55e-06,1.95e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,p4,4.4e-05,9.55e-06,9.3e-06,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,p4,,9.55e-06,0.00018,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,p4,8e-07,9.55e-06,4e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,p5,1e-05,6.5000000000000004e-06,9e-07,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,p5,2.3e-05,6.5000000000000004e-06,8.5e-06,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,p5,,6.5000000000000004e-06,0.00016,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,p5,4e-07,6.5000000000000004e-06,3e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,eci_p10,1.4e-05,7.4e-06,1.2e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,eci_p10,2.9e-05,7.4e-06,6.8e-06,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,eci_p10,,7.4e-06,0.00012,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,eci_p10,5e-07,7.4e-06,4e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,eci_p25,3e-05,1.02e-05,1.95e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,eci_p25,3.9e-05,1.02e-05,8.4e-06,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,eci_p25,,1.02e-05,0.00016,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,eci_p25,7.5e-07,1.02e-05,4e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,eci_p50,6e-05,1.25e-05,3e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,eci_p50,5e-05,1.25e-05,1e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,eci_p50,,1.25e-05,0.00019,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,eci_p50,1e-06,1.25e-05,5e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,eci_p75,0.00017,1.86e-05,4.8e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,eci_p75,6.9e-05,1.86e-05,1.22e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,eci_p75,,1.86e-05,0.00026,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,eci_p75,1.5e-06,1.86e-05,5e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,6mo,eci_p90,0.00049,2.7750000000000004e-05,9e-06,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,6mo,eci_p90,9.8e-05,2.7750000000000004e-05,1.55e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,6mo,eci_p90,,2.7750000000000004e-05,0.00034,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,6mo,eci_p90,2.5e-06,2.7750000000000004e-05,6e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,12mo,unconditional,0.00035,4.5e-05,2.6e-05,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,12mo,unconditional,0.0001,4.5e-05,3e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,12mo,unconditional,,4.5e-05,0.0004,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,12mo,unconditional,2e-06,4.5e-05,1e-05,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,12mo,sq,0.00039,5.4399999999999994e-05,2.2e-05,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,12mo,sq,0.000115,5.4399999999999994e-05,3.38e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,12mo,sq,,5.4399999999999994e-05,0.00039,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,12mo,sq,2e-06,5.4399999999999994e-05,1e-05,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,12mo,p1,0.00046,5.56e-05,2.4e-05,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,12mo,p1,0.000107,5.56e-05,3.12e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,12mo,p1,,5.56e-05,0.00039,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,12mo,p1,2.1e-06,5.56e-05,1e-05,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,12mo,p2a,0.00021,3.685e-05,1.8e-05,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,12mo,p2a,9e-05,3.685e-05,2.87e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,12mo,p2a,,3.685e-05,0.00037,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,12mo,p2a,1.8e-06,3.685e-05,9e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,12mo,p2b,0.00014,2.9700000000000004e-05,1.5e-05,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,12mo,p2b,7.2e-05,2.9700000000000004e-05,2.64e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,12mo,p2b,,2.9700000000000004e-05,0.00036,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,12mo,p2b,1.2e-06,2.9700000000000004e-05,8e-06,Initial Gemini pilot
GPT-6 Astra,complete,ladder:misalign:1B,12mo,p3a,0.00011,3.155e-05,1.4e-05,Original GPT-6 Astra
Opus 5,complete,ladder:misalign:1B,12mo,p3a,8.6e-05,3.155e-05,2.71e-05,Original Opus 5
Fable 5.1,refused,ladder:misalign:1B,12mo,p3a,,3.155e-05,0.00036,Original Fable 5.1
Gemini 3.1 Pro Preview,complete,ladder:misalign:1B,12mo,p3a,1.7e-06,3.155e-05,9e-06,Initial Gemini pilot
